name
"Copperhead Boulder"
"Roadside Boulder"
"Fat Albert Boulder"
"Holy Boulder"
"The Standard Overhang Boulder"
"Everybody's Boulder"
"Red Patina Boulder"
"Sean John Boulder"
"Split Boulder"
